the_geom,BORO,BLOCK,LOT,BBL,TYPE,Shape_STAr,Shape_STLe
"MULTIPOLYGON (((-73.87140500675702 40.77366821498006, -73.8712721273247 40.7736334827577, -73.87116019755553 40.773603647335264, -73.87104131102137 40.77355186774503, -73.87094839138672 40.77349969388037, -73.87086420739054 40.77344037792928, -73.87078961379818 40.77337476914382, -73.87070967041494 40.773235667788, -73.8705616548281 40.773030512705155, -73.87043269665028 40.77288620339388, -73.87022698447976 40.772844946733294, -73.8698272645464 40.77274269567964, -73.86942812812099 40.77262740640105, -73.86896571983024 40.772476232556826, -73.86891182858703 40.77245626381615, -73.86874800394752 40.772395778669704, -73.86853385912262 40.77231690162476, -73.86816866772531 40.7721599524576, -73.8676296786302 40.77191623893867, -73.86731102738553 40.771755991521125, -73.86710112578525 40.77164319469686, -73.86669958544655 40.771416078459225, -73.86665986009388 40.77139361174085, -73.8669059713364 40.771192796593766, -73.86877981210034 40.77017844405888, -73.86899943851428 40.77029642854701, -73.86922430741517 40.77040856040575, -73.86945414909593 40.770514705131916, -73.86968868788063 40.770614735403335, -73.8699276424551 40.77070853123174, -73.87017072620466 40.770795980106584, -73.87041764755797 40.77087697713033, -73.87066811033705 40.77095142514424, -73.87092181411268 40.77101923484501, -73.8712430019068 40.77078791970159, -73.87144374020357 40.77088463377208, -73.87162850369735 40.77095631729009, -73.87181015757672 40.7710160842816, -73.87209524010576 40.77107120127894, -73.87233023079196 40.77110005290419, -73.87262170086665 40.77109322729426, -73.87300418649659 40.77101740651798, -73.87341185175197 40.77088443012529, -73.87380065318185 40.770782405370795, -73.87410788687649 40.770725559455265, -73.87482262689926 40.77061673961636, -73.87546206619557 40.7705531023234, -73.87585696079366 40.77054161570611, -73.87583303220417 40.771123484878906, -73.8759634593048 40.771766923829915, -73.8761366355694 40.77216823060877, -73.87509611192192 40.77234917484948, -73.87427169544432 40.77242555766718, -73.87450123955324 40.77311375955441, -73.87407406819696 40.77316645744795, -73.87345692688808 40.773616063861326, -73.87300112953625 40.77395024182192, -73.87280300531472 40.7736305506637, -73.87266267097961 40.773659640424896, -73.87253470011248 40.77368280577065, -73.87223627637655 40.77371978133208, -73.8721602745654 40.773721701556774, -73.87200812799928 40.77372595142617, -73.87198028878866 40.773726793087405, -73.8717244422474 40.77371343773688, -73.87155878813053 40.77369392749079, -73.87140500675702 40.77366821498006)))",4,20002,9999,4200029999,1,1914890.79804,6895.90079788
"MULTIPOLYGON (((-73.83130597233203 40.65175210448797, -73.83128946177575 40.65172546723178, -73.83181316271282 40.65165913117135, -73.8321901022192 40.65332544004479, -73.83195543536137 40.653353153988114, -73.83163019944354 40.65340241489719, -73.8315876548768 40.65340886065879, -73.83158273138721 40.653397622178545, -73.83125852451863 40.653438127799284, -73.83125117303614 40.653381780554795, -73.83125204010582 40.65337041277652, -73.83125343557128 40.65335208566328, -73.8312525848609 40.65333408034177, -73.83125434216521 40.653324156500766, -73.83125757680439 40.653296726939544, -73.83125903842222 40.6532840326686, -73.83125733447348 40.65327099245671, -73.83125195975079 40.653215197427855, -73.83124299518965 40.65317814593404, -73.83124025805051 40.65315801081865, -73.8312391004234 40.653141210841135, -73.83124230933319 40.6531230169636, -73.83124210520849 40.65310742237874, -73.83124304658291 40.65309939923631, -73.83124418553757 40.65308992564782, -73.83125520024025 40.653059704185715, -73.83126307157812 40.65303765662341, -73.83126519266654 40.65303162355712, -73.83128721664421 40.65299294526036, -73.8313380163273 40.6529182397768, -73.83134710909953 40.65290504880188, -73.83135468751937 40.652894551759275, -73.83136043215421 40.65288542081618, -73.83136724479296 40.65287663363582, -73.83137530473041 40.652866020230405, -73.83139896370851 40.65283393790811, -73.83140596495528 40.65281882305564, -73.8314147390889 40.65280772171253, -73.83142479520491 40.65279697615167, -73.83142752009628 40.652792962030105, -73.83143054837532 40.65278679971503, -73.83143737007609 40.652776758120936, -73.83144936093468 40.6527625880184, -73.83145790461506 40.6527481607179, -73.83150014981113 40.65267984801623, -73.83151156279393 40.652661330255725, -73.83152813546712 40.652633529398315, -73.83153577940419 40.65262094323566, -73.83154038491647 40.65261058320755, -73.83154576914562 40.652599004116645, -73.83155431914773 40.65257924664658, -73.83156143984472 40.65256128541891, -73.83157755154512 40.6525207595466, -73.83163870988223 40.65239476743225, -73.83165280614067 40.652343698024296, -73.83165904095563 40.652279907183726, -73.83165624555619 40.65224815079392, -73.83164806653181 40.65223197180539, -73.8316408169733 40.65221949440917, -73.83161036110523 40.65215919880134, -73.8315651744453 40.65208707851085, -73.83151809128621 40.65203043984761, -73.83145916411671 40.651963162187556, -73.83144208092685 40.65193943369176, -73.83143652921804 40.651930739149186, -73.83142967876672 40.65192271268893, -73.83142138775028 40.65190971505298, -73.8313788759997 40.65185489307475, -73.83135938276344 40.65182946895775, -73.83134764150941 40.65180014975343, -73.83134274235474 40.651793847040985, -73.83134144635333 40.65178968924528, -73.83133713863721 40.6517846886498, -73.83132677460289 40.65177511083954, -73.83130597233203 40.65175210448797)))",4,20043,9999,4200439999,O,97980.9823456,1703.99665776
"MULTIPOLYGON (((-73.75904682622021 40.764194506968444, -73.75901148698817 40.76417919106279, -73.75862756927835 40.76401280383753, -73.75861803427209 40.76401371138323, -73.75848044959172 40.76402680908224, -73.7583583580708 40.764038431664154, -73.75831810438623 40.76404226353539, -73.75819469179073 40.764054011945234, -73.75819295018127 40.76405417758526, -73.7568733594156 40.76417978665772, -73.75596195824588 40.764329936534914, -73.75537237458502 40.76276667720491, -73.75810835491927 40.76221202684932, -73.75841560134936 40.763258473494695, -73.75875132888058 40.76320516366119, -73.75904682622021 40.764194506968444)))",4,20017,9999,4200179999,2,509339.13186,3113.92569227
"MULTIPOLYGON (((-73.7582787665896 40.76179624545461, -73.75483446841845 40.762492409739465, -73.75447142361277 40.7612503115883, -73.75791170602061 40.76053128762164, -73.7582787665896 40.76179624545461)))",4,20018,9999,4200189999,2,461581.549712,2911.21216134
"MULTIPOLYGON (((-73.92226952054074 40.71649599901035, -73.92230330032145 40.71656500631953, -73.92214542960083 40.71660635646831, -73.92203177049142 40.716597702187386, -73.9219801022992 40.71659838218929, -73.92196979082244 40.716579790465325, -73.92226952054074 40.71649599901035)))",4,20004,9999,4200049999,1,1890.54320691,214.974305697
"MULTIPOLYGON (((-73.99753327441533 40.63931009099216, -73.99750548291543 40.63929331733328, -73.9976350014367 40.63916902058689, -73.99766500347211 40.639187056786675, -73.99753327441533 40.63931009099216)))",3,27002,9989,3270029989,3,591.210731072,136.107779445
"MULTIPOLYGON (((-73.93094580169154 40.84240883906611, -73.92949464015948 40.842278195604756, -73.9295186506648 40.84222307398213, -73.93097155875249 40.8423572256094, -73.93094580169154 40.84240883906611)))",1,24000,9995,1240009995,1,8143.89369843,850.558692354
"MULTIPOLYGON (((-74.14642235796394 40.632008594928976, -74.14634946149481 40.63225736558767, -74.14635043496808 40.632236011118664, -74.14634708486956 40.63221479675393, -74.14633949095987 40.63219422754883, -74.14632783403266 40.632174793198715, -74.14631239160995 40.63215695638086, -74.14629353133502 40.6321411417394, -74.1462764937378 40.632130534526674, -74.14625772912412 40.632121780952964, -74.14623758254872 40.632115041983795, -74.14438378899652 40.631778180333455, -74.14405028506253 40.631717879246374, -74.14400595742292 40.63171362204213, -74.14396128005923 40.63171338394839, -74.14391687858635 40.63171716829912, -74.14385991371928 40.63172853041345, -74.14380590105645 40.63174639832447, -74.14375611227125 40.63177035135124, -74.1437117195937 40.631799825544775, -74.14367376821201 40.63183412696509, -74.14364315166468 40.63187244801895, -74.1436205908025 40.63191388647335, -74.14376823360642 40.63153097351967, -74.14382075272158 40.63151575207681, -74.14382725984132 40.631487867422365, -74.14500462695777 40.631707833829445, -74.14504354299378 40.63158637746023, -74.14515861421405 40.63124756625476, -74.14522182449544 40.63125974432145, -74.14532291461333 40.63096209718536, -74.14680154561151 40.63123063254171, -74.14656894986769 40.632034353953706, -74.14642235796394 40.632008594928976)))",5,20003,9999,5200039999,2,177372.344284,2508.30590384
"MULTIPOLYGON (((-73.92905255732236 40.58926409258822, -73.92921533729911 40.589411687921995, -73.92911703277406 40.589473137578274, -73.9290307292903 40.589396003999255, -73.92895087543813 40.58932463409113, -73.92905255732236 40.58926409258822)))",3,20027,9999,3200279999,O,2513.08763261,212.50719503
"MULTIPOLYGON (((-73.88436817668611 40.73017206792818, -73.88401471634046 40.72972173335526, -73.8839350672076 40.72962025394878, -73.8839593983077 40.72960913016532, -73.88404241300009 40.729603042602534, -73.88427143324142 40.729896696759354, -73.88439815508835 40.730150322813735, -73.88436817668611 40.73017206792818)))",4,20062,9999,4200629999,2,5678.95769737,499.869307155
"MULTIPOLYGON (((-73.88377791155878 40.72929076475575, -73.88384378079297 40.729446879588, -73.88389796020739 40.72957415909003, -73.88383808614833 40.72950183545658, -73.88378033827271 40.729428518123164, -73.88362244042975 40.72922579446745, -73.88373986201667 40.72921718354487, -73.88375546090397 40.72923776692767, -73.88377791155878 40.72929076475575)))",4,20063,9999,4200639999,2,2355.33443822,318.247492277
"MULTIPOLYGON (((-73.96028216327814 40.75640356663021, -73.9603674279012 40.756254823526625, -73.96068586042296 40.756394690154124, -73.96058089041247 40.75653023164603, -73.96028216327814 40.75640356663021)))",1,20108,9999,1201089999,2,5706.78743591,313.063987433
"MULTIPOLYGON (((-73.98749009733682 40.77027515010221, -73.98785651801795 40.769779300127674, -73.98792223623722 40.769806351852864, -73.98755736040924 40.77030236699326, -73.98749009733682 40.77027515010221)))",1,20105,9999,1201059999,2,4328.96331437,456.075269791
"MULTIPOLYGON (((-73.88220858322212 40.83770485370171, -73.88218140936196 40.83768184172755, -73.88214802896067 40.83753277039614, -73.88226048706765 40.83722578152579, -73.88226632594967 40.837206906994055, -73.88226865155383 40.83718759912981, -73.88226741867453 40.837168233268855, -73.88226265128144 40.837149185874054, -73.88248768981927 40.83720509925347, -73.88220858322212 40.83770485370171)))",2,20102,9999,2201029999,2,8348.99643097,474.027795226
"MULTIPOLYGON (((-73.92861582110332 40.84219617305113, -73.92735081341614 40.842081229514186, -73.92736180852842 40.84202285836361, -73.9286368121966 40.84214106775205, -73.92861582110332 40.84219617305113)))",2,24000,9990,2240009990,1,7451.98793288,750.294181331
"MULTIPOLYGON (((-73.88013334213795 40.83481144165073, -73.88025977926334 40.83465754514119, -73.88106682828627 40.83493404960098, -73.88129519674314 40.835021357318695, -73.88121554369717 40.83518648368902, -73.88046048701432 40.834931981946745, -73.88013334213795 40.83481144165073)))",2,24000,9991,2240009991,1,21625.3279591,775.115855727
"MULTIPOLYGON (((-73.98899845040063 40.67408610293894, -73.98878805330057 40.67433934526225, -73.9885514390576 40.67422470261386, -73.98876603491264 40.67396777622226, -73.98899707851402 40.67408542652099, -73.98899845040063 40.67408610293894)))",3,24000,9984,3240009984,1,8546.79650017,375.453951338
"MULTIPOLYGON (((-73.90373737513644 40.72565838230551, -73.9037968088903 40.725322782335965, -73.90415839338252 40.72534731299168, -73.9041307652757 40.72564607817284, -73.90413014269012 40.725652147903325, -73.90412816337569 40.725658046928174, -73.90412488577853 40.72566360105724, -73.90412040668133 40.72566864628456, -73.90411485834555 40.72567303363136, -73.90410840460594 40.7256766335452, -73.90410123603267 40.72567933972542, -73.90409356430409 40.725681072262084, -73.90408561595618 40.7256817799957, -73.90373737513644 40.72565838230551)))",4,20112,9999,4201129999,2,12844.656075,449.999395748
"MULTIPOLYGON (((-73.85965813599478 40.74106406668268, -73.85994230183678 40.74089591310371, -73.85947825766624 40.74045387363604, -73.8596343263784 40.74035899278825, -73.86064848194972 40.74133923805977, -73.86048388380546 40.741437213989414, -73.86003086228952 40.74100345230676, -73.85976558451735 40.74116337054121, -73.85965813599478 40.74106406668268)))",4,20114,9999,4201149999,2,30140.6971832,1216.07716671
"MULTIPOLYGON (((-73.8362352997215 40.578381906168005, -73.83619336476002 40.57839735343635, -73.83590539975454 40.57789844567448, -73.83622270290593 40.57779749385087, -73.8362579990963 40.577858516959225, -73.83629926868241 40.57786401173724, -73.83633870257167 40.577874796956536, -73.8363751433785 40.57789055607096, -73.83640752156242 40.57791082655033, -73.83643488681847 40.57793501345536, -73.83645643596888 40.57796240689883, -73.83647314138264 40.57799546916591, -73.83647855937036 40.57801264089782, -73.83650419681115 40.578299144517416, -73.83647886110847 40.57831053522949, -73.83646819863128 40.57828538638069, -73.83645790904836 40.57818946754817, -73.83645198800171 40.57816947911713, -73.83644178743903 40.57815052054354, -73.83642759176766 40.57813312041502, -73.83640979678248 40.57811776386757, -73.83638889863043 40.57810487905936, -73.83636547997727 40.578094825233485, -73.83634019376225 40.578087882701844, -73.8363137449935 40.57808424502997, -73.83628687109197 40.578084013640066, -73.83626032133154 40.578087194983624, -73.83623483594889 40.578093700361215, -73.83621454248782 40.578101750747486, -73.83619607822045 40.57811204758519, -73.83617986749141 40.578124354233545, -73.8361653302111 40.57813956237882, -73.83615423888585 40.57815637400931, -73.83614689024768 40.57817433935877, -73.83614348089993 40.57819297779483, -73.83614410205732 40.57821179067745, -73.83614873710515 40.57823027469918, -73.8362352997215 40.578381906168005)))",4,20115,9999,4201159999,2,15289.5705465,780.810278377
"MULTIPOLYGON (((-73.78393371514207 40.69119486901605, -73.78378183956966 40.690990476449144, -73.78400642409157 40.69089278248042, -73.78411783888902 40.69104032943988, -73.78393371514207 40.69119486901605)))",4,20127,9999,4201279999,2,5310.69184325,295.297204874
"MULTIPOLYGON (((-73.9416147698395 40.739263225215204, -73.94223184613564 40.7395158072772, -73.94190865158988 40.73967751633229, -73.94132399416097 40.739430383629006, -73.9416147698395 40.739263225215204)))",4,24000,9987,4240009987,1,17719.4270449,587.754313723
"MULTIPOLYGON (((-73.94862260022687 40.836527783594406, -73.94861196901003 40.8365640246387, -73.9485444774215 40.83676777091393, -73.94850388010829 40.83686821369246, -73.9484587875411 40.836967540535404, -73.94840922467053 40.83706566139933, -73.94836682602937 40.837141570265224, -73.94832111191268 40.83721631419107, -73.9482720965724 40.837289850856195, -73.94821985358418 40.83736208663805, -73.94816443399192 40.83743293420739, -73.94810591016217 40.83750233235865, -73.94804432721378 40.837570191958655, -73.94797849970529 40.83763773713932, -73.94790265686032 40.837705130977795, -73.94782559020058 40.83776956789116, -73.9477459815547 40.837832194508884, -73.94766391632353 40.83789296854134, -73.94757945147323 40.837951821571636, -73.94753643919479 40.837980021686484, -73.94749384563997 40.83800794552423, -73.94743912340451 40.83804388721844, -73.94724049918942 40.83783211477451, -73.94734873269799 40.83776498289858, -73.94746151897532 40.83768617191763, -73.94756868173556 40.837602957678996, -73.9476699233689 40.837515571299804, -73.94776496271413 40.83742425548386, -73.94785353583926 40.83732926384749, -73.94793539677447 40.83723086021492, -73.9480103181951 40.83712931788549, -73.94807809205265 40.83702491887451, -73.94813853015246 40.83691795312985, -73.94819146467594 40.83680871772656, -73.94822007230078 40.8367409470887, -73.94824578685508 40.83667251089728, -73.94830818355246 40.836479203736985, -73.94832407861328 40.8364223203547, -73.94862260022687 40.836527783594406)))",1,20132,9999,1201329999,1,57814.8949079,1450.41693105
"MULTIPOLYGON (((-73.99457365234232 40.70215992884527, -73.99442775556884 40.7021202354173, -73.99444867916273 40.70207633647592, -73.99459401856852 40.70211567595027, -73.99457365234232 40.70215992884527)))",3,27002,9995,3270029995,3,730.774137784,119.82811908
"MULTIPOLYGON (((-73.83680802255579 40.65268560612094, -73.83639855624395 40.65103947020167, -73.83723494214958 40.65090691992287, -73.83765009937505 40.65258106612866, -73.83680802255579 40.65268560612094)))",4,20041,9999,4200419999,O,145789.802113,1704.91828571
"MULTIPOLYGON (((-73.83723494214958 40.65090691992287, -73.83639855624395 40.65103947020167, -73.83597393758943 40.64932015900595, -73.8368129938113 40.649198217419794, -73.83709610327827 40.65034927326787, -73.83723494214958 40.65090691992287)))",4,20042,9999,4200429999,O,150508.091293,1744.90800973
"MULTIPOLYGON (((-73.83930481500099 40.6592579433834, -73.83845606747074 40.659356205943446, -73.83804624197629 40.657703618243175, -73.838932215161 40.65757811794281, -73.83896309302335 40.657700040019414, -73.83892025368463 40.65770578657659, -73.83930495301827 40.65925759147366, -73.83930481500099 40.6592579433834)))",4,20037,9999,4200379999,O,147382.100537,1733.74748091
"MULTIPOLYGON (((-73.83998161808401 40.66198145246794, -73.8391376757093 40.66210087541772, -73.83888272370193 40.661072105612995, -73.83972420635081 40.660944534124305, -73.83998161808401 40.66198145246794)))",4,20065,9999,4200659999,O,91176.5543135,1242.09071431
"MULTIPOLYGON (((-73.83804623373402 40.65770360382332, -73.83763848855752 40.656045586228736, -73.83847880385038 40.655933963192, -73.83852140853494 40.65609700424216, -73.83886439152292 40.65748058777283, -73.83890717837221 40.65747448455779, -73.838932215161 40.65757811794281, -73.83804636385103 40.65770358509562, -73.83804623373402 40.65770360382332)))",4,20038,9999,4200389999,O,146205.692404,1725.2947087
"MULTIPOLYGON (((-73.83806707673155 40.65426411467644, -73.83722556537786 40.65438239864403, -73.83712547289123 40.65397521801663, -73.83680816756366 40.65269351378232, -73.83765009937505 40.65258106612866, -73.83800013664097 40.65399405122838, -73.83806707673155 40.65426411467644)))",4,20040,9999,4200409999,O,148277.173713,1724.73468102
"MULTIPOLYGON (((-73.83847880385038 40.655933963192, -73.83763848855752 40.656045586228736, -73.83725693286567 40.65450917841969, -73.83722556537786 40.65438239864403, -73.83806707673155 40.65426411467644, -73.83847880385038 40.655933963192)))",4,20039,9999,4200399999,O,146466.408734,1709.80287593
"MULTIPOLYGON (((-74.14432829715524 40.62526268886122, -74.1443288531295 40.62526673870755, -74.14423571111561 40.62528782243393, -74.14420506999066 40.625289767274914, -74.14419239430536 40.62528819630996, -74.14418020410858 40.625285117959564, -74.1441688061192 40.62528060967845, -74.1441584871231 40.625274784899986, -74.14414950675733 40.625267790182036, -74.14414209097734 40.62525980151941, -74.14413642637162 40.62525101991555, -74.14413265546708 40.625241666325095, -74.14413087314288 40.62523197609443, -74.14413112424336 40.62522219304002, -74.14413834520946 40.62509066286792, -74.14413866013174 40.625085291454496, -74.14414006228513 40.625080021891634, -74.14414251788268 40.625074981156224, -74.14414596775339 40.62507029071125, -74.144150328768 40.625066063579, -74.14415549584218 40.62506240161757, -74.1441613444686 40.625059393066614, -74.1441677337171 40.62505711042091, -74.1449219346756 40.625032811669534, -74.14492927178918 40.625035496769996, -74.14493596022429 40.62503903111385, -74.14494183208464 40.62504332598037, -74.14494673997196 40.62504827355783, -74.14495056068594 40.62505374964989, -74.14495319831694 40.62505961679307, -74.14496326109338 40.62508581287448, -74.14496427108107 40.62509275401231, -74.14496382926286 40.625099729560105, -74.1449619467339 40.62510656433882, -74.14495867077021 40.62511308670465, -74.14495408364172 40.62511913285935, -74.1449483005461 40.62512455096392, -74.14494146671585 40.625129204951755, -74.14488145577397 40.62514262271528, -74.14481758049936 40.62510505780484, -74.1442723152139 40.6252231479014, -74.14432829715524 40.62526268886122)))",5,20002,9999,5200029999,2,11172.602688,605.525517265
"MULTIPOLYGON (((-73.9984171375777 40.67204215790717, -73.99824140984346 40.67173797932244, -73.9985842689855 40.67132030796309, -73.99881065108148 40.67165442420368, -73.9984171375777 40.67204215790717)))",3,24000,9990,3240009990,1,20058.3156209,616.011652405
"MULTIPOLYGON (((-74.00588445839261 40.68375917893378, -74.00611692378934 40.68337024654285, -74.00638872919974 40.683797905658, -74.00655251918354 40.68365759187452, -74.00668930179094 40.68374789654676, -74.00646950776584 40.68393070713617, -74.00677862329698 40.684408873019684, -74.00651658970021 40.68452457086807, -74.00607799985175 40.68381262968377, -74.00588445839261 40.68375917893378)))",3,20124,9999,3201249999,1,37032.5467987,1159.42250266
"MULTIPOLYGON (((-73.93412448230781 40.81426806406547, -73.93408047492191 40.8147123037688, -73.93407633530025 40.814747038161954, -73.93407913877002 40.81478184955265, -73.93408882119611 40.814815941425685, -73.93410516104608 40.814848533727755, -73.93412778445808 40.814878880716066, -73.93415617379439 40.81490628802178, -73.9341466515703 40.81502112299783, -73.93411098514534 40.81505491883338, -73.93408175006678 40.81509210874968, -73.93405949780059 40.81513199124157, -73.93404464809991 40.81517381401309, -73.93403748108649 40.81521678816774, -73.93399171346073 40.81580451647857, -73.93394368822764 40.81650689650512, -73.93390385066247 40.817147785289784, -73.93392672477187 40.817799430361966, -73.93395848759111 40.81806695374459, -73.93403115774686 40.8184332534939, -73.93418235704317 40.81907133460214, -73.93424405878599 40.81947164145117, -73.93418104474163 40.819446588803, -73.93383352380805 40.8194075694991, -73.93383246594315 40.819356852023006, -73.93382730364281 40.819266404981875, -73.93382726802467 40.81926527123621, -73.93381799208491 40.8189787044689, -73.93381758151473 40.81896604144917, -73.93381020548051 40.81873812870963, -73.93380953440683 40.818712089561934, -73.93380846958837 40.81867077596288, -73.93380222904298 40.81842867923895, -73.93380215942831 40.81842597500724, -73.93380210842845 40.81839621626204, -73.93380202306116 40.818346193618524, -73.93380167838907 40.81814455778608, -73.93380163190749 40.81811740688077, -73.93379958757583 40.81692194117308, -73.93379957272731 40.81691303705056, -73.9337994752634 40.816856113879616, -73.933841279279 40.81558526816305, -73.93387520929866 40.81558484548299, -73.93390273925061 40.81546587047278, -73.93394847712266 40.814882405101464, -73.93394194479703 40.814829032487985, -73.93395141532328 40.81476542318397, -73.93395528349356 40.81465963948079, -73.93397051210371 40.81448238440714, -73.93388783388835 40.814480933153234, -73.93390105243631 40.81425715453617, -73.93412448230781 40.81426806406547)))",1,20119,9999,1201199999,2,93595.0549186,4006.1567453
"MULTIPOLYGON (((-73.74442501747299 40.77186283397306, -73.74407172119285 40.77210925783967, -73.74390541386491 40.77194281053769, -73.74411410438417 40.77180826028362, -73.74412540719341 40.7717997132792, -73.74413471279496 40.77178987254128, -73.74414176910402 40.77177900465226, -73.74414638496867 40.77176740401961, -73.74414843534808 40.771755384900395, -73.7441478646996 40.771743272888145, -73.74414468848329 40.771731396092676, -73.74364785425745 40.771203575339, -73.74347092074471 40.77087690803377, -73.7433999624274 40.77074277438636, -73.74336206761446 40.770672331566395, -73.74334676952344 40.77064389459635, -73.74331034958442 40.770576194385995, -73.74327452715757 40.77050960311841, -73.74326233742696 40.770486945312776, -73.7431498948132 40.770277925634055, -73.7429975337495 40.769994695156115, -73.7428256520527 40.76967518087849, -73.74280999809123 40.76964608026415, -73.74276304568458 40.76955879914039, -73.7426626308732 40.769372132080484, -73.7425058721843 40.76908072168002, -73.74217830836791 40.76847177925957, -73.74196265933939 40.76807088134814, -73.74210261976148 40.76789966695033, -73.74215534607153 40.76785546696742, -73.74221302195028 40.7678149975921, -73.7422751925689 40.76777857795763, -73.74234136765648 40.76774649526145, -73.74241102536602 40.767719002500385, -73.74248361638963 40.76769631647582, -73.74255856828982 40.76767861608415, -73.74260278538605 40.76783946357268, -73.742533140873 40.76785828893807, -73.7424662608309 40.767882217139174, -73.74240279024706 40.76791101741497, -73.74234334123052 40.767944412018224, -73.74228848710922 40.7679820788941, -73.74223875690087 40.76802365478565, -73.74219463021115 40.76806873873697, -73.7426283420919 40.76887500876278, -73.74268736665708 40.768984734142975, -73.74271941859205 40.76904431754842, -73.74280534109879 40.76920404686169, -73.74287585824524 40.76933513531277, -73.74303860041734 40.76963766179287, -73.74321204714849 40.76996008787878, -73.74332444354955 40.770169023657445, -73.74335651309238 40.7702286366285, -73.74339215551835 40.77029489248404, -73.74342779801873 40.770361147427344, -73.74349908204778 40.77049365727634, -73.74350556210945 40.7705057024771, -73.74353472594188 40.77055991308773, -73.7435703957641 40.77062622117441, -73.74379161008295 40.77103871148099, -73.74383210842008 40.771112707039855, -73.74408336269734 40.771379310261615, -73.74414315640668 40.77134954351951, -73.74400538540027 40.77017940678188, -73.74420997204237 40.770169108195326, -73.74429522341359 40.77084057233511, -73.74429838740562 40.770865496386854, -73.74442501747299 40.77186283397306)))",4,20166,9999,4201669999,2,140389.147957,4656.43165651
"MULTIPOLYGON (((-73.98176452721225 40.778539798376976, -73.98207634257749 40.77811102634239, -73.98209044990863 40.778102689885, -73.98210063296115 40.7781151994434, -73.98201764614569 40.77864347244768, -73.98201672061789 40.77864474651381, -73.98200876297489 40.77865569537811, -73.9820083008244 40.77865625361731, -73.98200780313793 40.7786568028459, -73.98200729361015 40.77865733406262, -73.98200674854883 40.77865784726377, -73.98200617979761 40.77865835145618, -73.98200559920511 40.778658837636684, -73.98200498307904 40.77865930580162, -73.98200435510925 40.77865976495965, -73.98200370345451 40.77866019709894, -73.98200303995601 40.778660620231335, -73.98200234092391 40.77866102534815, -73.98200164189913 40.77866140344985, -73.98200091918447 40.77866177254285, -73.98200017278482 40.77866211461709, -73.98199941454389 40.77866243867944, -73.98199864446167 40.77866274472988, -73.98199786253821 40.77866303276844, -73.98199706877587 40.778663293790046, -73.98199625132608 40.778663536797936, -73.9819954350682 40.778663752790926, -73.98199460459983 40.778663950771644, -73.98199377532093 40.778664130742506, -73.98199292235705 40.77866428369459, -73.98199208124423 40.778664418638485, -73.98199121644636 40.778664526563595, -73.9819903634995 40.778664616480505, -73.98198948686768 40.77866467937866, -73.9819886220893 40.77866471526357, -73.98198835554957 40.77866472062491, -73.98198816008717 40.77866472419638, -73.98198788762339 40.77866473315881, -73.98198775731578 40.77866473313844, -73.98198689254713 40.77866473300328, -73.9819860159397 40.77866470585118, -73.98198515118568 40.778664651685865, -73.98198428643653 40.7786645795105, -73.98198343354083 40.77866448032191, -73.98198258065244 40.77866435411826, -73.98198172776651 40.778664218909576, -73.98198088673647 40.77866404768266, -73.9819800575575 40.77866385844753, -73.98197922838335 40.77866365120235, -73.98197841106023 40.778663425949, -73.98197761743673 40.77866317368428, -73.98197682382052 40.778662894404476, -73.98197604205293 40.77866260612151, -73.98197528398494 40.77866229082717, -73.98194194924878 40.7786480135493, -73.9819261518841 40.77864124740083, -73.98192142582128 40.7786392295346, -73.98187857147207 40.77862088857916, -73.981830979243 40.778600529735876, -73.9818296052536 40.77859993518779, -73.98178683389517 40.77858153117602, -73.98178542437802 40.77858090060172, -73.98178405041159 40.7785802250079, -73.98178270014485 40.77857952240275, -73.98178138542889 40.778578774778076, -73.98178010625868 40.778578000143945, -73.98177886263677 40.778577189495344, -73.98177765456067 40.77857635183733, -73.98177648203284 40.77857547816477, -73.98177535689702 40.77857457748463, -73.98177426730695 40.77857364979505, -73.98177321326516 40.778572686090996, -73.98177221845897 40.778571704386295, -73.9817712591986 40.7785706956721, -73.98177034733017 40.77856965995032, -73.98176948285125 40.77856860622601, -73.98176866576424 40.77856752549415, -73.98176789606669 40.77856642675968, -73.98176742715923 40.77856569907975, -73.98176717375861 40.778565310022685, -73.98176651068859 40.778564166279985, -73.98176642780761 40.7785640131815, -73.98176589500557 40.7785630135398, -73.98176532670955 40.77856185180206, -73.98176481883623 40.778560663058784, -73.9817643559806 40.77855946531761, -73.9817639535428 40.778558258581036, -73.98176359849194 40.77855704284689, -73.98176330267417 40.77855581811709, -73.98176306608705 40.77855459339666, -73.98176287688938 40.77855335067374, -73.98176275876847 40.77855210796203, -73.98176267618594 40.778550865255916, -73.98176266468016 40.77854962256111, -73.98176270055889 40.778548379873754, -73.98176279566825 40.77854713719577, -73.9817629500082 40.77854589452717, -73.98176315173019 40.778544660871134, -73.98176341268281 40.77854342722442, -73.9817637328611 40.778542211597134, -73.98176410042386 40.77854099597737, -73.98176434108508 40.77854032063882, -73.98176452721225 40.778539798376976)))",1,20084,9999,1200849999,2,8615.18095797,475.919569635
"MULTIPOLYGON (((-73.99651748841148 40.67425548042082, -73.99625324251456 40.67403706661832, -73.99635009558509 40.673937562824214, -73.99650360997313 40.6737578338002, -73.99676427312048 40.673974143331314, -73.9965799961545 40.67418518449498, -73.99655367712143 40.67421356704114, -73.99651748841148 40.67425548042082)))",3,24000,9995,3240009995,1,12795.0794413,461.633132551
